sID,sentence,top_label,label,class_name
2143,My workplace is no longer safe as they cannot provide the proper PPE,Work,1,work
2144,needing to have my boyfriend to be more productive overall.,Social Relationships,4,friends
2145,needing to move from my current living situation.,Other,6,unknown
2146,Neighbors not sheltering in place,Social Relationships,4,friends
2147,nervous about new staff member starting,Work,1,work
2148,nervous about work,Work,1,work
2150,new job and learning the ropes,Work,1,work
2153,"no money, been cold, christmas coming",Financial Problem,5,finance
2154,"no money, deadlines, life is kinda collapsing",Financial Problem,5,finance
2155,No money. No job. No worries.,Financial Problem,5,finance
2156,no one qualifying to give me a kidney,"Health, Fatigue, or Physical Pain",3,health
2158,No toilet paper on the shelves at Walmart.,Everyday Decision Making,6,unknown
2160,"No, not really important stuff...Just having a hard time finding toilet paper.",Other,6,unknown
2161,nobody seems to know how to refil the toilet paper,Other,6,unknown
2162,"noisy, disrespectful, rude tenants",Social Relationships,4,friends
2163,not able to sleep,"Health, Fatigue, or Physical Pain",3,health
2165,Not being able to be in school to teach kids,Work,1,work
2166,Not being able to go outside,Everyday Decision Making,6,unknown
2167,Not being able to go to work,Work,1,work
2168,Not being able to leave my house due to the Corona Virus,Other,6,unknown
2169,Not being able to make money right now.,Financial Problem,5,finance
2170,not being able to make up my mind what to cook,Everyday Decision Making,6,unknown
2171,Not being able to provide for my grandmother,Family Issues,2,family
2172,not being able to relax fully. my mind wonders alot.,Emotional Turmoil,6,unknown
2173,not being able to save money from my paycheck,Financial Problem,5,finance
2174,not being able to say no when i need to.,Emotional Turmoil,6,unknown
2175,Not being able to see my family.,Family Issues,2,family
2176,not being able to see my niece and nephew,Family Issues,2,family
2177,not being able to take a long vacation.,Other,6,unknown
2178,not being able to work at all has me stressed out.,Work,1,work
2179,Not being able to work because of COVID_19.,Financial Problem,5,finance
2180,Not being able to work because of the coronavirus,Work,1,work
2181,not being creative at all.,Other,6,unknown
2182,Not being prepared for the unknown.  Wish had more back up supplies and day to day neces,Everyday Decision Making,6,unknown
2183,not enough hours at work so not enough money to pay the bills.,Work,1,work
2184,not enough money for the bills i have to pay!,Financial Problem,5,finance
2185,not enough money to pay the rent,Financial Problem,5,finance
2186,not feeling good,"Health, Fatigue, or Physical Pain",3,health
2187,not feeling well,"Health, Fatigue, or Physical Pain",3,health
2188,not getting a promotion at work,Work,1,work
2189,not getting enough sleep is really bothering me,"Health, Fatigue, or Physical Pain",3,health
2190,not getting into grad school.,School,1,work
2191,Not happy about having to stay home in semi isolation,Social Relationships,4,friends
2192,not haveing enought too pay every day bills only 905 rent is 860 a month i pay ultuties,Financial Problem,5,finance
2193,not having a good paid job.,Work,1,work
2194,not having a good volume of work to keep me busy and financially stable.,Work,1,work
2195,not having a job,Work,1,work
2196,"not having a job sometimes stresses me out, but i know i can get one.",Work,1,work
2197,not having enough money to give my wife the things she wants.,Financial Problem,5,finance
2198,not having enough money to make ends meet,Financial Problem,5,finance
2199,not having enough money to pay my bills.,Financial Problem,5,finance
2200,"not having enough money to save, eat, and necessities.",Financial Problem,5,finance
2201,not having enough staff to complete the job and therefore no money coming in.,Financial Problem,5,finance
2202,not having enough time in my day to get everything done and just being forgetful.,Everyday Decision Making,6,unknown
2203,not having enough time in the day,Everyday Decision Making,6,unknown
2204,not having time to train my staff.,Work,1,work
2205,not hearing from ace,Social Relationships,4,friends
2206,Not knowing for sure if I will have enough food during a possible quarantine,"Health, Fatigue, or Physical Pain",3,health
2207,Not knowing how COVID-19 will affect my job/pay,Work,1,work
2208,Not knowing if my job is secure.,Work,1,work
2209,not knowing what i want to do with my life.,Everyday Decision Making,6,unknown
2210,not knowing where i am going to live with a lease end approaching!,Everyday Decision Making,6,unknown
2211,Not knowing whether or not my husband will lose his job due to COVID-19.,Work,1,work
2212,Not knowing who will be next to get the COVID-19 virus.,Emotional Turmoil,6,unknown
2213,"not landing a job after 300 appied, unreal really",Work,1,work
2214,not making enough money,Financial Problem,5,finance
2215,Not making enough money at work.,Financial Problem,5,finance
2216,not making the cut for the a police academy,Work,1,work
2222,not understanding these instructions.,Other,6,unknown
2223,Not working because of COVID19,Work,1,work
2228,"nothing much, just work. it has been really busy lately.",Work,1,work
2232,nothing to do at work,Other,6,unknown
2236,now a  days working tension has been increased and get more tensioned,Work,1,work
2238,o have a lot on my plate right now with work and school,Work,1,work
2239,"oh boy, where to start! i guess my biggest stressor is my boss.",Work,1,work
2240,"oh ive been stressed out recently with my job, i dont feel like i am moving forward.",Work,1,work
2241,oh just some stuff,Other,6,unknown
2242,"oh man, im okay just been dealinth with some things going on",Other,6,unknown
2243,"Oh my god where do I begin I am STRESS, COVID, WHETHER OR NOT WERE GOING TO LIVE","Health, Fatigue, or Physical Pain",3,health
2244,oh my goodness friend i want to make dinner! i i want a sadwhich but im out of bread!!!,Other,6,unknown
2245,oh my goodness where do i start? my teenagers have been stressing me out to the max,Family Issues,2,family
2246,"oh my gosh! everything. the washer broke, the dog peed on the bed, and johnie is puking.","Health, Fatigue, or Physical Pain",3,health
2247,oh my gosh! i have been drowning in school work.,School,1,work
2248,oh not much. just miss my ex a lot more than i thought,Emotional Turmoil,6,unknown
2249,Oh the whole Corona Virus stuff,"Health, Fatigue, or Physical Pain",3,health
2250,oh where to begin?,Other,6,unknown
2251,"oh you know, my roommate flooded the kitchen again.  it's the 10th time this week!",Social Relationships,4,friends
2252,"oh, you know, life crap. nothing new, always something stressing me out.",Other,6,unknown
2253,"oh,the same stuff. life stuff..money, house, family and my health. the usual lol",Family Issues,2,family
2254,ohh man work is just killing me today,Work,1,work
2255,"Ohhh you know, just the impending doom of existential dread and uncertainty in the world",Emotional Turmoil,6,unknown
2256,omg i am stressing! work is i cant get cought up on my work!!,Work,1,work
2257,"Omg it's the damn Covid-19, I basically have no job and very little money :(",Financial Problem,5,finance
2258,omg my home life is so stressful. its like walking on pins and needles. constant arguing,Family Issues,2,family
2259,OMG this corona virus thing has me stressing because now I can't work and am not getting,Work,1,work
2260,omg this new job is stressing me out,Work,1,work
2261,"omg this shit sucks, my brain is ready to explode.",Emotional Turmoil,6,unknown
2262,"omg, my kitchen is on fire",Other,6,unknown
2263,omg. i'm so stressed by work.,Work,1,work
2264,omg... what isnt.,Other,6,unknown
2265,one of my dogs is sick,"Health, Fatigue, or Physical Pain",3,health
2266,one of my textbooks may not deliver on time for class.,School,1,work
2267,one of my workers had been slacking off.,Work,1,work
2268,Online school work has been stressing me out quite a bit.,School,1,work
2269,other half's COPD is worsening,"Health, Fatigue, or Physical Pain",3,health
2270,Our family is quarantined due to the COVID-19.,Social Relationships,4,friends
2271,Our finances during this pandemic,Financial Problem,5,finance
2272,our financial situation,Financial Problem,5,finance
2273,our house is too small for our family,Family Issues,2,family
2274,"Our house needs so many repairs, I don't know where to begin!",Financial Problem,5,finance
2275,our president is sick and he needs to be removed from office,Other,6,unknown
2276,our toilet overflowed and water poured down to the first floor!,Other,6,unknown
